品目コード,品名,MKライン,MK流量(㎏/h),FKライン,FK流量(㎏/h),KOライン,KO流量(㎏/h),"KOスライス
ノズルサイズ","KOS使用
段ボール",一般マーガリン製品,プレミアムスター製品,MK特殊品,ファットスプレッド製品,KOスライス製品,エレバール,エレバールFB　Ⅱ,FHシリーズ,ランディ,アロマゴールド,アロマーデソフト,ジェネルー,バター,バレット,リス,ＳＯＺＡ　Ｙ,ネオシュー,ｿｼｴﾙｼﾘｰｽﾞ,アレルゲン,(一般マーガリンのみ)区分,色,香料,乳化剤,塩,窒素ガス,荷姿,バッチ制限,1品種Nバッチ,特記事項
25135521020,ﾌﾞﾛﾝﾃ (2),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25135521030,ﾌﾞﾛﾝﾃ (3),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25135521040,ﾌﾞﾛﾝﾃ (4),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25135521050,ﾌﾞﾛﾝﾃ (5),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25135521060,ﾌﾞﾛﾝﾃ (6),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25135521070,ﾌﾞﾛﾝﾃ (7),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25136121830,ｿﾌﾄﾌｱｲﾝ(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,○,段,×,×,
25136121850,ｿﾌﾄﾌｱｲﾝ(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,○,段,×,×,
25136221020,SFﾏ-ｶﾞﾘﾝ (2),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25136221030,SFﾏ-ｶﾞﾘﾝ (3),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25136221040,SFﾏ-ｶﾞﾘﾝ (4),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25136221050,SFﾏ-ｶﾞﾘﾝ (5),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25136221060,SFﾏ-ｶﾞﾘﾝ (6),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-2,×,○,○,無し,×,段,×,×,
25137221830,RG ﾏ-ｶﾞﾘﾝ (S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25137221850,RG ﾏ-ｶﾞﾘﾝ (M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-2,○,○,○,低,×,段,×,×,
25137522830,ﾛ-ﾚﾙ ｽﾀ- (S),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,最終,○,○,○,普通,○,段,×,×,掻取加熱有　Pｽﾀｰｼﾘｰｽﾞ最終限定（ｴﾚﾊﾞｰﾙｿﾌﾄとﾊﾞｯﾃｨﾝｸﾞNG）
25137522870,ﾛ-ﾚﾙ ｽﾀ- (H),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,最終,○,○,○,普通,○,段,×,×,掻取加熱有　Pｽﾀｰｼﾘｰｽﾞ最終限定（ｴﾚﾊﾞｰﾙｿﾌﾄとﾊﾞｯﾃｨﾝｸﾞNG）
25137821830,ﾌﾟﾚﾐｱﾑｽﾀ- (S),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,Pｽﾀｰ,○,○,○,普通,○,段,×,×,
25137821870,ﾌﾟﾚﾐｱﾑｽﾀ- (H),限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,Pｽﾀｰ,○,○,○,普通,○,段,×,×,
25142321000,ﾌﾟﾚﾐｱﾑﾏ-ｶﾞﾘﾝPV,○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-4,×,×,○,普通,×,段,×,×,
25147421830,ｱﾛﾏ-ﾃﾞ(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,×,段,×,×,
25147421850,ｱﾛﾏ-ﾃﾞ(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,×,段,×,×,
25147421870,ｱﾛﾏ-ﾃﾞ(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,×,段,×,×,
25151521830,ｺﾞ-ﾙﾄﾞﾀｸﾄT*(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25151521850,ｺﾞ-ﾙﾄﾞﾀｸﾄT*(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25151521870,ｺﾞ-ﾙﾄﾞﾀｸﾄT*(H),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-4,○,○,○,高,×,段,×,×,
25153221830,ｱﾛﾏｰﾃﾞﾌﾙｰﾙ(S),○,2240,○,1600,○,2240,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-2,×,○,○,普通,×,段,×,2,２ﾊﾞｯﾁ枠必要　流速遅い
25153221850,ｱﾛﾏｰﾃﾞﾌﾙｰﾙ(M),○,2240,○,1600,○,2240,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-2,×,○,○,普通,×,段,×,2,２ﾊﾞｯﾁ枠必要　流速遅い
25153221870,ｱﾛﾏｰﾃﾞﾌﾙｰﾙ(H),○,2240,○,1600,○,2240,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-2,×,○,○,普通,×,段,×,2,２ﾊﾞｯﾁ枠必要　流速遅い
25153321810,NGTﾏ-ｶﾞﾘﾝ(SS),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,×,段,×,×,
25153321830,NGTﾏｰｶﾞﾘﾝ(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,×,段,×,×,
25153321850,NGTﾏｰｶﾞﾘﾝ(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-2,○,○,○,普通,×,段,×,×,
25153921000,ｼｭｰﾏｽﾀｰMA,×,-,○,3800,○,3800,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,B,最終,○,○,○,普通,×,段,×,×,FK or KO最終限定、初回バッチからネオシューは計画できない
25154121000,ﾌﾟﾗｽﾞﾏDX,限定,3500,×,-,×,-,×,-,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,Pｽﾀｰ,○,○,○,普通,×,段,×,×,
25154221000,ﾈｵｼﾕ-M-(F),×,-,○,3200,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,B,最終,○,○,○,普通,×,段,×,×,FK or KO最終限定、初回バッチからネオシューは計画できない
25154521830,ｿｼｴﾙ10K(S),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,B,初回,×,×,×,無し,×,段,×,×,
25154521850,ｿｼｴﾙ10K(M),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,B,初回,×,×,×,無し,×,段,×,×,
25154622000,ﾈﾌｴﾂｸｽ,限定,3500,×,-,×,-,×,-,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,E,初回,×,○,○,無し,×,段,×,×,
25160021830,ｵﾘﾝﾋﾟｱｽﾗｲｽ(ｽｲｰﾄﾐﾙｸ*S,×,-,×,-,限定,1100,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,低,×,段,×,×,"基準区分あり。4,410㎏にて製造"
25160221830,ｺﾝﾌﾟﾘ-ﾄﾎｲﾂﾌﾟ(ﾐﾙｸ)(S),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25160221850,ｺﾝﾌﾟﾘ-ﾄﾎｲﾂﾌﾟ(ﾐﾙｸ)(M),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25160221870,ｺﾝﾌﾟﾘ-ﾄﾎｲﾂﾌﾟ(ﾐﾙｸ)(H),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25163222030,ﾘｱﾉｽNS(3),×,-,○,2560,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,×,○,○,無し,×,段,×,×,FK or KO初回限定
25163222040,ﾘｱﾉｽNS(4),×,-,○,2560,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,×,○,○,無し,×,段,×,×,FK or KO初回限定
25163222050,ﾘｱﾉｽNS(5),×,-,○,2560,○,3200,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,初回,×,○,○,無し,×,段,×,×,FK or KO初回限定
25171922810,ﾃﾙﾉｱﾎｲﾂﾌﾟ(ﾚﾝﾆﾕｳ)(SS),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25171922830,ﾃﾙﾉｱﾎｲﾂﾌﾟ(ﾚﾝﾆﾕｳ)(S),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25171922850,ﾃﾙﾉｱﾎｲﾂﾌﾟ(ﾚﾝﾆﾕｳ)(M),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25171922870,ﾃﾙﾉｱﾎｲﾂﾌﾟ(ﾚﾝﾆﾕｳ)(H),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25175621830,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｼ-ﾄ(S),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25175621850,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｼ-ﾄ(M),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25175626830,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｽﾗｲｽ(S),×,-,×,-,限定,1050,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25175626850,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｽﾗｲｽ(M),×,-,×,-,限定,1050,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25175625830,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｼ-ﾄ1.5K S,×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25175625850,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｼ-ﾄ1.5K M,×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25176921810,Pｼ-ﾄDB-R 650 (SS),×,-,×,-,限定,1200,285,39S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,低,×,段,×,×,
25176921830,Pｼ-ﾄDB-R 650 (S),×,-,×,-,限定,1200,285,39S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,低,×,段,×,×,
25176921850,Pｼ-ﾄDB-R 650 (M),×,-,×,-,限定,1200,285,39S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,低,×,段,×,×,
25177421830,ｱﾛﾏ-ﾃﾞｼ-ﾄ(S),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25177421850,ｱﾛﾏ-ﾃﾞｼ-ﾄ(M),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25177422830,ｱﾛﾏ-ﾃﾞｽﾗｲｽ(S),×,-,×,-,限定,1100,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25177422850,ｱﾛﾏ-ﾃﾞｽﾗｲｽ(M),×,-,×,-,限定,1100,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,○,○,○,普通,×,段,×,×,
25177621830,ｶﾚﾝﾃｲｼ-ﾄ(ｽｲ-ﾄ)EF(S),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,低,×,段,×,×,
25177822830,ｶﾚﾝﾃｲｼ-ﾄ(S),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25177822850,ｶﾚﾝﾃｲｼ-ﾄ(M),×,-,×,-,限定,1800,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25178021000,OL2000SN-A,×,-,×,-,限定,1700,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25179921830,ｵﾘﾝﾋﾟｱARｼｰﾄ(S),×,-,×,-,限定,1600,350,9S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,週初め初回限定
25179921850,ｵﾘﾝﾋﾟｱARｼｰﾄ(M),×,-,×,-,限定,1600,350,9S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,週初め初回限定
25179921870,ｵﾘﾝﾋﾟｱARｼｰﾄ(H),×,-,×,-,限定,1600,350,9S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,週初め初回限定
25180122850,ｱﾛﾏ-ﾃﾞﾏｲﾙﾄﾞｽﾗｲｽDG,×,-,×,-,限定,1050,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,B,×,×,○,○,普通,×,段,×,×,色素レス
25184021850,ｵﾘﾝﾋﾟｱｸﾘｽﾋﾟｰｼｰﾄ(M),×,-,×,-,限定,1500,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,低,×,段,×,×,
25184323850,ｵﾘﾝﾋﾟｱANｼ-ﾄ1.7K(M),×,-,×,-,限定,1800,350,9S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25184324850,ｵﾘﾝﾋﾟｱANｼ-ﾄ1.5K(M),×,-,×,-,限定,1800,350,9S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25202021830,ｵﾘﾝﾋﾟｱ2000ｼ-ﾄ(S),×,-,×,-,限定,1380,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25202021850,ｵﾘﾝﾋﾟｱ2000ｼ-ﾄ(M),×,-,×,-,限定,1380,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25211422830,ｵﾘﾝﾋﾟｱP CPｽﾗｲｽEF (S),×,-,×,-,限定,950,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,×,段,×,×,
25211422850,ｵﾘﾝﾋﾟｱP CPｽﾗｲｽEF (M),×,-,×,-,限定,950,285,36S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,×,段,×,×,
25211423830,ｵﾘﾝﾋﾟｱP CPｼ-ﾄEF (S),×,-,×,-,限定,1500,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,×,段,×,×,
25211423850,ｵﾘﾝﾋﾟｱP CPｼ-ﾄEF (M),×,-,×,-,限定,1500,285,12S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,×,段,×,×,
25212621830,ﾌﾛｲﾃﾞ(ﾐﾙｸﾌｳﾐ)(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-1,×,○,○,無し,×,段,×,×,
25214421850,ﾒﾄﾞﾚﾂﾄJ-1(M),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-2-1,×,○,○,無し,×,段,×,×,
25219521000,ｵﾘﾝﾋﾟｱ2000SN-A*DIR,×,-,×,-,限定,1700,285,23S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25219522000,ｵﾘﾝﾋﾟｱ2000SN-A*,×,-,×,-,限定,1700,285,23S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25219823810,ｵﾘﾝﾋﾟｱ2000SNA1X15 SS,×,-,×,-,限定,1700,285,23S,×,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,A,×,○,○,○,普通,×,段,×,×,
25220721830,MFP(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25229221830,KNM20(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,○,×,×,×,×,×,B,最終,○,○,○,普通,×,段,×,×,"基準区分あり、4,471㎏で製造。　MK or FK最終限定。"
25231021810,ﾌﾛｲﾃﾞPV(ﾕｳｴﾝ)(SS),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,段,×,×,
25231021830,ﾌﾛｲﾃﾞPV(ﾕｳｴﾝ)(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,段,×,×,
25231021850,ﾌﾛｲﾃﾞPV(ﾕｳｴﾝ)(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-3-1,○,○,○,高,×,段,×,×,
25233721000,FTS ﾏ-ｶﾞﾘﾝ,○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25233721830,FTSﾏ-ｶﾞﾘﾝ(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25233721850,FTSﾏ-ｶﾞﾘﾝ(M),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25234621010,ｺﾞ-ﾙﾄﾞﾀｸﾄ A (1),×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,FK or KO限定
25234621020,ｺﾞ-ﾙﾄﾞﾀｸﾄ A (2),×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,FK or KO限定
25234621030,ｺﾞ-ﾙﾄﾞﾀｸﾄ A (3),×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,FK or KO限定
25234621040,ｺﾞ-ﾙﾄﾞﾀｸﾄ A (4),×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,FK or KO限定
25234621050,ｺﾞ-ﾙﾄﾞﾀｸﾄ A (5),×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-1-1,×,×,○,低,×,段,×,×,FK or KO限定
25249321830,BCｸﾘｰﾑﾚﾝﾆｭｳ(S),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25249321850,BCｸﾘｰﾑﾚﾝﾆｭｳ(M),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25249321870,BCｸﾘｰﾑﾚﾝﾆｭｳ(H),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25249321890,BCｸﾘｰﾑﾚﾝﾆｭｳ(HH),×,-,限定,2000,×,-,×,-,×,×,×,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,C,×,○,○,○,普通,○,段,×,×,
25249821830,R-FP(S),○,4000,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25252821000,ﾈｵｼﾕ-M-TL,×,-,○,3800,○,4000,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,B,最終,○,○,○,普通,×,段,×,×,FK or KO最終限定、初回バッチからネオシューは計画できない
25255421830,ﾊﾂｺｳﾊﾞﾀ-ﾘﾂﾁFN*(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-1-2,×,○,×,普通,×,段,×,×,"基準区分あり、4,667㎏で製造"
25255421870,ﾊﾂｺｳﾊﾞﾀ-ﾘﾂﾁFN*(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-1-2,×,○,×,普通,×,段,×,×,"基準区分あり、4,667㎏で製造"
25258721830,ﾎﾟﾜﾛｺﾞ-ﾙﾄﾞ(S),○,4000,○,3800,○,3800,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25258721870,ﾎﾟﾜﾛｺﾞ-ﾙﾄﾞ(H),○,4000,○,3800,○,3800,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25258921830,ｱﾛﾏ-ﾃﾞHTR-J(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,○,×,×,×,×,×,×,×,×,B,最終,○,○,○,無し,×,段,×,×,MK or FK最終限定、前バッチは塩なし限定　　土曜日生産NG
25259621000,ﾒﾄﾞﾚﾂﾄST,○,4000,○,3800,○,3800,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,A,A-1-2,○,○,○,無し,×,段,×,×,
25262021850,ｱﾛﾏ-ﾃﾞﾎﾜｲﾄ(M),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,B,初回,×,○,×,無し,×,段,×,×,
25262521830,SOZA-YDX(S),×,-,限定,3500,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,×,×,B,最終,○,○,○,無し,×,段,8,×,FK限定、前バッチは塩なし限定　初回生産不可
25263021000,ｿｼｴﾙC,○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,○,B,初回,×,×,×,無し,×,段,×,×,
25263121810,ROY-DX(SS),○,4000,○,3200,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,○,段,×,×,風味強い後カット100ｋｇ
25263121830,ROY-DX(S),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,○,段,×,×,風味強い後カット100ｋｇ
25263121850,ROY-DX(M),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,○,段,×,×,風味強い後カット100ｋｇ
25263121870,ROY-DX(H),○,4000,○,3800,×,-,×,-,○,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,B,B-3-1,○,○,○,無し,○,段,×,×,風味強い後カット100ｋｇ
